sell_id,price
1100575026,691189.4016400238
1100549428,918072.6575117966
1100658222,847497.4860047917
1100937408,699736.185848672
1101037972,687384.1628146626
1100912634,842379.3867115917
1101228730,690798.1430102846
1100165896,424729.8259165582
1100768262,1945908.7999151472
1101218501,763904.7864108786
1099639378,635062.0296847146
1101117342,1123498.9823527285
1101179448,1579219.0823112163
1101213155,1507358.2245889974
1099119749,436394.9977949893
1101297715,1945864.417850136
1101140033,1295537.5989833781
1101064868,1706512.026871329
1101317804,744849.0467193775
1101111488,650549.9301103574
1100768272,1865202.1880423275
1100421544,1960348.3670306448
1100722458,807959.9713703245
1101300724,659560.5240459811
1101306824,1580865.289268785
1101197164,421777.4567011642
1101231413,724767.669459814
1101304285,910444.0343524675
1100067940,548453.0192538372
1101308288,541910.1434110157
1100894230,561218.0500121525
1101312910,627576.9012895147
1101223694,307186.44780171214
1099639548,605452.2389892391
1099074356,794271.3176566656
1100322368,1018499.3987739919
1100961472,646997.5105106622
1100845262,548170.4824634317
1099988176,320100.14469696773
1100042244,331283.31854585675
1101309690,682677.6315487933
1101300574,2425049.813480524
1101224473,666560.5703870142
1100836784,1086782.6362855476
1100422398,603174.7093302638
1101314339,985317.7485979446
1101306219,735015.8812481906
1101242401,261420.070353695
1101315619,683907.6128536782
1101308178,1153318.8684070886
1100097290,1088307.1257511692
1101200833,838016.1501121942
1100946856,466926.2031603025
1101307735,2072197.6171457984
1100796864,610375.4370652764
1101311288,844590.2191020303
1101130347,1217943.9383250177
1100182840,1967000.4004785195
1101316944,645687.5300092021
1101317802,654107.1263395244
1101313751,449784.78916778776
1101314333,1020221.2505365805
1101231212,656700.6729573492
1098838700,294300.5955055185
1101197137,872832.0440651486
1100988616,777783.7513762376
1100700050,688715.2786356442
1101164707,472612.28088029014
1101063150,799125.9003288561
1101164320,325961.5564760725
1101303664,431844.4221898635
1101006422,576223.5273943602
1101255674,388003.649638415
1101307192,1868606.0578343074
1101276634,996096.4266518574
1100528772,58985.80243747564
1101218500,496664.8782941618
1101241664,1109214.0380207386
1101308609,563385.1782060139
1101288529,853922.7671157509
1100900694,939370.035014552
1101318094,597249.2909796041
1101126989,1053683.6707060696
1101032064,1886587.5459056757
1100023440,273100.28187580826
1101315490,611709.2355130935
1101255863,946818.3454822607
1101310157,680211.5204202369
1101314332,791475.7360234556
1101259960,604786.8908645742
1101313536,418406.2795380302
1100331688,530965.3116038436
1101306825,1096099.037642026
1100644680,336529.37398048287
1100946562,653157.9674622716
1101300848,1119826.7220155569
1101078714,406561.6768153706
1101164710,1064447.3706642117
1101190444,750338.6995790063
1101313226,1378247.9804076215
1101133971,599900.2522386133
1101300725,451113.98744325
1101309349,1104249.1465102795
1100853384,258801.57465614236
1101251474,946818.3454822607
1101307712,899641.1310046782
1101179450,482943.1389498896
1101006252,566047.2645798412
1101311981,1700681.4179009378
1099149402,378200.3114876884
1100804182,358525.63656221016
1100864328,538858.726936994
1101051298,1304835.532203129
1101091869,560030.1250311784
1101306698,728992.5886064076
1101305249,620934.7171440634
1100879336,687573.5249400578
1100891940,333043.0025619948
1101112088,302650.37648172205
1101307736,1790905.288768015
1101305455,738987.9147009425
1101318318,709885.0452681719
1101318437,787674.5560302447
1101318340,514182.1757406625
1100491772,583625.1003175087
1101303126,854309.8162408269
1101307737,664827.0279837076
1101300723,657909.9625223922
1101109897,1589255.5242125962
1101149022,502924.0523621188
1101305239,637869.4976276166
1100647816,504562.9277872422
1101301811,160933.03613190787
1101301999,543584.0129155249
1101302471,853713.6898251568
1101166335,1950836.8001515642
1100550988,674305.5081215907
1101289088,1583476.570011524
1101317178,376157.1577364883
1101301998,745868.6905643191
1101208381,769612.4384466639
1101306765,318160.2992585974
1101228729,482157.43595646694
1101318528,940853.7601434826
1101313541,1534952.5518096332
1101313227,1174447.6351783108
1101300783,894047.7657182214
1101302131,489453.14801066776
1099526678,574360.7104967129
1101297111,308026.974920146
1101081978,1714721.4048225048
1101296061,411107.1544450944
1101306699,281189.02429454215
1101295714,838244.7225583295
1101284907,794481.4441201405
1101291784,1247300.3100103782
1101313442,2697113.897812502
1101295706,627091.0157580603
1099911448,683907.6128536782
1101293758,1432023.7857818254
1101082771,820061.8184254093
1101241145,908985.8928292915
1101279352,867623.0181500351
1101296031,295004.35341289215
1101316899,515840.8187605486
1101290178,490501.33594689326
1099961964,824659.4494829806
1097203184,452653.0285472568
1101287458,790439.861397377
1100773120,239369.45039165873
1100525252,867550.0780868233
1101295358,793944.2773679168
1101315853,767545.4234202084
1101282844,1112159.6936857952
1101163282,337414.97344294173
1100983440,332611.2015773991
1101216203,364706.2156214879
1099996508,557310.909471835
1100959630,713883.5350403521
1101291783,666749.37650847
1100999858,781403.7310802402
1100397208,637942.0700314371
1101315743,237127.6077653928
1101120365,551424.8899261379
1101189161,562134.2105939821
1101285355,541683.9880406607
1101284979,394043.806376204
1100687646,641559.6763165375
1101294007,228145.47253233966
1100380624,889228.7429972393
1101281560,630291.8057372053
1100190708,960826.319156464
1101314075,371453.7777617762
1101285356,557055.7667686562
1100512280,1326228.7039326378
1101094061,558810.1260144857
1101028608,768943.5955726866
1101190109,626309.4682461434
1100365512,683174.978837941
1101021218,2220240.563545537
1100632838,650276.3795504814
1101313538,248057.7063171885
1101282265,593988.396903324
1101283189,580807.0230477246
1097381176,551616.8905742253
1101252047,664622.5282612508
1101285657,373573.2408174804
1101312640,692117.5805335833
1101314669,527067.713020163
1101282447,416841.90909753164
1101314169,856105.2631647728
1101281734,2193409.3487000326
1101278794,635804.0683951693
1101286821,568367.1221550332
1101312384,608239.5317961009
1101242888,593528.1869355444
